rho,lower,upper
0.009376873906285993,-0.02145122882763866,0.021155050721242324
0.0020029925575432346,-0.02145122882763866,0.021155050721242324
0.005824130624890399,-0.02145122882763866,0.021155050721242324
-0.004212623513763289,-0.02145122882763866,0.021155050721242324
-0.004002524344726671,-0.02145122882763866,0.021155050721242324
0.006235917337340408,-0.02145122882763866,0.021155050721242324
0.009061423429391004,-0.02145122882763866,0.021155050721242324
-0.012430937928436919,-0.02145122882763866,0.021155050721242324
0.0011979164742187752,-0.02145122882763866,0.021155050721242324
-0.0015206082162092884,-0.02145122882763866,0.021155050721242324
-0.013779483499169605,-0.02145122882763866,0.021155050721242324
-0.0007168630761830926,-0.02145122882763866,0.021155050721242324
-0.0003620218158094335,-0.02145122882763866,0.021155050721242324
0.005425769164613103,-0.02145122882763866,0.021155050721242324
-0.0028393308997180116,-0.02145122882763866,0.021155050721242324
0.0027093302790696227,-0.02145122882763866,0.021155050721242324
0.005010825765372995,-0.02145122882763866,0.021155050721242324
0.019892695936907415,-0.02145122882763866,0.021155050721242324
-0.006967999663844125,-0.02145122882763866,0.021155050721242324
0.012207011566541045,-0.02145122882763866,0.021155050721242324
-0.00990879906246146,-0.02145122882763866,0.021155050721242324
0.012029954574517047,-0.02145122882763866,0.021155050721242324
0.0029460129245338085,-0.02145122882763866,0.021155050721242324
0.014738272647574225,-0.02145122882763866,0.021155050721242324
0.009418816775610099,-0.02145122882763866,0.021155050721242324
0.00025562035818069677,-0.02145122882763866,0.021155050721242324
0.001365278004534885,-0.02145122882763866,0.021155050721242324
0.021146362522610235,-0.02145122882763866,0.021155050721242324
-0.014438698926523037,-0.02145122882763866,0.021155050721242324
0.007414700473253503,-0.02145122882763866,0.021155050721242324
0.007229909981903393,-0.02145122882763866,0.021155050721242324
-0.011122712546883646,-0.02145122882763866,0.021155050721242324
-0.023651788148205215,-0.02145122882763866,0.021155050721242324
0.01860957451160835,-0.02145122882763866,0.021155050721242324
-0.006759812425500963,-0.02145122882763866,0.021155050721242324
0.002546819334482832,-0.02145122882763866,0.021155050721242324
0.010618442863124314,-0.02145122882763866,0.021155050721242324
-0.007307567076258681,-0.02145122882763866,0.021155050721242324
0.013363624607279977,-0.02145122882763866,0.021155050721242324
0.014691613659090845,-0.02145122882763866,0.021155050721242324
-0.010691551915679429,-0.02145122882763866,0.021155050721242324
-0.004279136595341133,-0.02145122882763866,0.021155050721242324
0.006828618654607218,-0.02145122882763866,0.021155050721242324
-0.0031256957778844274,-0.02145122882763866,0.021155050721242324
-0.025545871937025975,-0.02145122882763866,0.021155050721242324
0.022353620148993742,-0.02145122882763866,0.021155050721242324
-0.008973215374604547,-0.02145122882763866,0.021155050721242324
0.009196782159718562,-0.02145122882763866,0.021155050721242324
0.003137187443524677,-0.02145122882763866,0.021155050721242324
0.0007988593708748865,-0.02145122882763866,0.021155050721242324
0.008004130834014465,-0.02145122882763866,0.021155050721242324
0.002294881560663279,-0.02145122882763866,0.021155050721242324
-0.007864702665192071,-0.02145122882763866,0.021155050721242324
-0.0047037284597344345,-0.02145122882763866,0.021155050721242324
-0.0159892412541488,-0.02145122882763866,0.021155050721242324
-0.021439318343521942,-0.02145122882763866,0.021155050721242324
-0.02412420616881143,-0.02145122882763866,0.021155050721242324
-0.0019582986535272673,-0.02145122882763866,0.021155050721242324
-0.00018532859095845593,-0.02145122882763866,0.021155050721242324
0.012690943003490879,-0.02145122882763866,0.021155050721242324
0.0039501557065316694,-0.02145122882763866,0.021155050721242324
-0.0030101028643416063,-0.02145122882763866,0.021155050721242324
0.003100806915937462,-0.02145122882763866,0.021155050721242324
0.004107419613562022,-0.02145122882763866,0.021155050721242324
0.014794000395243485,-0.02145122882763866,0.021155050721242324
0.022380548374937873,-0.02145122882763866,0.021155050721242324
-0.013947809997137923,-0.02145122882763866,0.021155050721242324
0.004349803367148832,-0.02145122882763866,0.021155050721242324
0.002631408236436955,-0.02145122882763866,0.021155050721242324
0.0028684004865666,-0.02145122882763866,0.021155050721242324
0.008868308515364232,-0.02145122882763866,0.021155050721242324
-0.003829529044270531,-0.02145122882763866,0.021155050721242324
-0.02191573770819072,-0.02145122882763866,0.021155050721242324
0.00027673318538595017,-0.02145122882763866,0.021155050721242324
-0.0006941894418037004,-0.02145122882763866,0.021155050721242324
0.0023556331590836492,-0.02145122882763866,0.021155050721242324
-0.0024998896285236306,-0.02145122882763866,0.021155050721242324
-0.0015152566464355038,-0.02145122882763866,0.021155050721242324
0.013301669543483871,-0.02145122882763866,0.021155050721242324
-0.0019191014174924405,-0.02145122882763866,0.021155050721242324
0.006252711869501765,-0.02145122882763866,0.021155050721242324
-0.013892900069737944,-0.02145122882763866,0.021155050721242324
0.017871429212460137,-0.02145122882763866,0.021155050721242324
-0.011381260677568623,-0.02145122882763866,0.021155050721242324
-0.008195964044254204,-0.02145122882763866,0.021155050721242324
0.008876634202254527,-0.02145122882763866,0.021155050721242324
0.017307651551064653,-0.02145122882763866,0.021155050721242324
-0.004890800510020352,-0.02145122882763866,0.021155050721242324
0.005528044482132381,-0.02145122882763866,0.021155050721242324
0.014597168225617102,-0.02145122882763866,0.021155050721242324
-0.00923269002689851,-0.02145122882763866,0.021155050721242324
-0.011480043584071526,-0.02145122882763866,0.021155050721242324
0.014080852070907571,-0.02145122882763866,0.021155050721242324
0.008140926158990477,-0.02145122882763866,0.021155050721242324
0.023428889790851587,-0.02145122882763866,0.021155050721242324
0.019938297020186145,-0.02145122882763866,0.021155050721242324
0.006509720299865503,-0.02145122882763866,0.021155050721242324
0.01456101276011536,-0.02145122882763866,0.021155050721242324
-0.008064710881412036,-0.02145122882763866,0.021155050721242324
0.002642702130529435,-0.02145122882763866,0.021155050721242324
0.011497363352213762,-0.02145122882763866,0.021155050721242324
-0.008182620660676506,-0.02145122882763866,0.021155050721242324
0.007566004207647332,-0.02145122882763866,0.021155050721242324
0.01260586386855935,-0.02145122882763866,0.021155050721242324
0.0019047571760207934,-0.02145122882763866,0.021155050721242324
0.010076325773089647,-0.02145122882763866,0.021155050721242324
-0.002243282104300854,-0.02145122882763866,0.021155050721242324
-0.007988285334569654,-0.02145122882763866,0.021155050721242324
-0.007104968392465701,-0.02145122882763866,0.021155050721242324
0.004612215386956731,-0.02145122882763866,0.021155050721242324
0.010397844315158767,-0.02145122882763866,0.021155050721242324
0.005938178007420082,-0.02145122882763866,0.021155050721242324
0.021493890467893684,-0.02145122882763866,0.021155050721242324
0.013727535140982336,-0.02145122882763866,0.021155050721242324
-0.0064424111734183035,-0.02145122882763866,0.021155050721242324
-0.0017163945227954037,-0.02145122882763866,0.021155050721242324
0.000525816843607196,-0.02145122882763866,0.021155050721242324
-0.0033186892613355063,-0.02145122882763866,0.021155050721242324
-0.003108899444247278,-0.02145122882763866,0.021155050721242324
0.001871432113619422,-0.02145122882763866,0.021155050721242324
-0.0092852477685324,-0.02145122882763866,0.021155050721242324
-0.008554412131824162,-0.02145122882763866,0.021155050721242324
0.0077620637166989,-0.02145122882763866,0.021155050721242324
0.014993552980418594,-0.02145122882763866,0.021155050721242324
0.01258613676187266,-0.02145122882763866,0.021155050721242324
0.009291522216651499,-0.02145122882763866,0.021155050721242324
0.011260615749746595,-0.02145122882763866,0.021155050721242324
-0.00027329699118957656,-0.02145122882763866,0.021155050721242324
0.0019233684008716093,-0.02145122882763866,0.021155050721242324
-0.0031374960056992345,-0.02145122882763866,0.021155050721242324
0.006831366261529846,-0.02145122882763866,0.021155050721242324
-0.0005719731013625216,-0.02145122882763866,0.021155050721242324
-0.018625802411126793,-0.02145122882763866,0.021155050721242324
0.012309375298731278,-0.02145122882763866,0.021155050721242324
-0.003118960561295263,-0.02145122882763866,0.021155050721242324
-0.013520537116215153,-0.02145122882763866,0.021155050721242324
-0.010484832526774901,-0.02145122882763866,0.021155050721242324
0.0043402174519169825,-0.02145122882763866,0.021155050721242324
-0.0032722633931804132,-0.02145122882763866,0.021155050721242324
0.01865650066466917,-0.02145122882763866,0.021155050721242324
-0.009201427133299701,-0.02145122882763866,0.021155050721242324
0.0032106745776031543,-0.02145122882763866,0.021155050721242324
-0.005686932338362054,-0.02145122882763866,0.021155050721242324
-0.0002699543388371585,-0.02145122882763866,0.021155050721242324
-0.003513377832594031,-0.02145122882763866,0.021155050721242324
0.006015154336715856,-0.02145122882763866,0.021155050721242324
0.021083549906535756,-0.02145122882763866,0.021155050721242324
-0.003583850641389202,-0.02145122882763866,0.021155050721242324
-0.0037805806481808085,-0.02145122882763866,0.021155050721242324
0.008794781026491326,-0.02145122882763866,0.021155050721242324
0.0029100921228514503,-0.02145122882763866,0.021155050721242324
-0.00036695019098279837,-0.02145122882763866,0.021155050721242324
-0.005964680690467165,-0.02145122882763866,0.021155050721242324
0.013176630675553485,-0.02145122882763866,0.021155050721242324
0.0033321079535578867,-0.02145122882763866,0.021155050721242324
0.0053659247332459685,-0.02145122882763866,0.021155050721242324
-0.0030978187445382067,-0.02145122882763866,0.021155050721242324
-0.0012974198464307416,-0.02145122882763866,0.021155050721242324
0.023273467812969826,-0.02145122882763866,0.021155050721242324
0.0038183938728995857,-0.02145122882763866,0.021155050721242324
-0.00012010235697323347,-0.02145122882763866,0.021155050721242324
-0.011091542217302484,-0.02145122882763866,0.021155050721242324
0.004052762081246403,-0.02145122882763866,0.021155050721242324
0.012040776976827197,-0.02145122882763866,0.021155050721242324
-0.016299701194428817,-0.02145122882763866,0.021155050721242324
-0.011496575613978701,-0.02145122882763866,0.021155050721242324
-0.00392410116971201,-0.02145122882763866,0.021155050721242324
-0.0018787543349006609,-0.02145122882763866,0.021155050721242324
-0.00574437977438896,-0.02145122882763866,0.021155050721242324
-0.015053864662580914,-0.02145122882763866,0.021155050721242324
-0.00770636724602813,-0.02145122882763866,0.021155050721242324
-0.003896338683240537,-0.02145122882763866,0.021155050721242324
-0.002939948335039884,-0.02145122882763866,0.021155050721242324
-0.0014612083909272503,-0.02145122882763866,0.021155050721242324
-0.009572326429454433,-0.02145122882763866,0.021155050721242324
0.020758256323450002,-0.02145122882763866,0.021155050721242324
0.010896918294472147,-0.02145122882763866,0.021155050721242324
0.008740772929017654,-0.02145122882763866,0.021155050721242324
-0.0033250413182586477,-0.02145122882763866,0.021155050721242324
0.017446087912758045,-0.02145122882763866,0.021155050721242324
-0.0074250423276726926,-0.02145122882763866,0.021155050721242324
0.0069636345739163795,-0.02145122882763866,0.021155050721242324
0.007144025233041959,-0.02145122882763866,0.021155050721242324
0.013830712405770962,-0.02145122882763866,0.021155050721242324
0.019716332988905565,-0.02145122882763866,0.021155050721242324
-0.010162087198574499,-0.02145122882763866,0.021155050721242324
0.007635282734381383,-0.02145122882763866,0.021155050721242324
-0.025897787368555258,-0.02145122882763866,0.021155050721242324
0.004635158514519479,-0.02145122882763866,0.021155050721242324
0.0053756353429564195,-0.02145122882763866,0.021155050721242324
0.0008233443312384662,-0.02145122882763866,0.021155050721242324
-0.010518725812452868,-0.02145122882763866,0.021155050721242324
-0.0020997729520027676,-0.02145122882763866,0.021155050721242324
0.004103472164317873,-0.02145122882763866,0.021155050721242324
-0.0026309162699680744,-0.02145122882763866,0.021155050721242324
-0.011221936467748784,-0.02145122882763866,0.021155050721242324
-0.004215212402649756,-0.02145122882763866,0.021155050721242324
0.0071803239907499575,-0.02145122882763866,0.021155050721242324
0.020993857054842222,-0.02145122882763866,0.021155050721242324
-0.0018636580898297628,-0.02145122882763866,0.021155050721242324
